 Spectral data from ../../Hitr04/02_hit04.par_fmt                               
           220.0    es la weighting temperature
          36  es el no. de temp. diferentes
   662.373   580.000   732.000       central wave#, min w#, max w#
  3     no. grupos en este intervalo :
 number     strength   alor_self    alor_air      a_dop  spacing
   49.0  8.308674E-25  7.3484E-02  7.3266E-02  6.2937E-04   5.4205E-01
   93.0  1.779903E-21  9.5704E-02  8.3836E-02  6.2425E-04   5.3218E-01
  118.0  7.400054E-20  1.2598E-01  9.3142E-02  6.2402E-04   4.8113E-01
 210.00
   49.0  4.678792E-25  7.5835E-02  7.5589E-02  6.1458E-04   5.4205E-01
   93.0  1.488697E-21  9.9422E-02  8.6965E-02  6.0968E-04   5.3218E-01
  118.0  7.478004E-20  1.3078E-01  9.6586E-02  6.0964E-04   4.8113E-01
 200.00
   49.0  2.484475E-25  7.8384E-02  7.8108E-02  5.9943E-04   5.4205E-01
   93.0  1.221625E-21  1.0348E-01  9.0374E-02  5.9476E-04   5.3218E-01
  118.0  7.547956E-20  1.3600E-01  1.0033E-01  5.9492E-04   4.8113E-01
 190.00
   49.0  1.232836E-25  8.1159E-02  8.0849E-02  5.8388E-04   5.4205E-01
   93.0  9.807858E-22  1.0792E-01  9.4104E-02  5.7945E-04   5.3218E-01
  118.0  7.609651E-20  1.4171E-01  1.0442E-01  5.7983E-04   4.8113E-01
 180.00
   49.0  5.653964E-26  8.4194E-02  8.3846E-02  5.6791E-04   5.4205E-01
   93.0  7.677815E-22  1.1281E-01  9.8205E-02  5.6372E-04   5.3218E-01
  118.0  7.662976E-20  1.4796E-01  1.0890E-01  5.6433E-04   4.8113E-01
 170.00
   49.0  2.364113E-26  8.7528E-02  8.7140E-02  5.5146E-04   5.4205E-01
   93.0  5.836000E-22  1.1821E-01  1.0274E-01  5.4755E-04   5.3218E-01
  118.0  7.707989E-20  1.5486E-01  1.1384E-01  5.4840E-04   4.8113E-01
 160.00
   49.0  8.860857E-27  9.1213E-02  9.0778E-02  5.3451E-04   5.4205E-01
   93.0  4.285026E-22  1.2423E-01  1.0777E-01  5.3087E-04   5.3218E-01
  118.0  7.744945E-20  1.6250E-01  1.1931E-01  5.3200E-04   4.8113E-01
 150.00
   49.0  2.913711E-27  9.5309E-02  9.4822E-02  5.1699E-04   5.4205E-01
   93.0  3.019349E-22  1.3097E-01  1.1341E-01  5.1366E-04   5.3218E-01
  118.0  7.774306E-20  1.7102E-01  1.2542E-01  5.1508E-04   4.8113E-01
 140.00
   49.0  8.177133E-28  9.9894E-02  9.9350E-02  4.9885E-04   5.4205E-01
   93.0  2.024709E-22  1.3858E-01  1.1976E-01  4.9584E-04   5.3218E-01
  118.0  7.796742E-20  1.8058E-01  1.3228E-01  4.9758E-04   4.8113E-01
 130.00
   49.0  1.889261E-28  1.0507E-01  1.0446E-01  4.8000E-04   5.4205E-01
   93.0  1.278128E-22  1.4723E-01  1.2698E-01  4.7735E-04   5.3218E-01
  118.0  7.813119E-20  1.9141E-01  1.4005E-01  4.7946E-04   4.8113E-01
 120.00
   49.0  3.425133E-29  1.1096E-01  1.1028E-01  4.6037E-04   5.4205E-01
   93.0  7.486426E-23  1.5718E-01  1.3526E-01  4.5812E-04   5.3218E-01
  118.0  7.824463E-20  2.0378E-01  1.4894E-01  4.6062E-04   4.8113E-01
 110.00
   49.0  4.564214E-30  1.1775E-01  1.1698E-01  4.3984E-04   5.4205E-01
   93.0  3.989769E-23  1.6876E-01  1.4488E-01  4.3803E-04   5.3218E-01
  118.0  7.831898E-20  2.1809E-01  1.5924E-01  4.4099E-04   4.8113E-01
 100.00
   49.0  4.079903E-31  1.2567E-01  1.2479E-01  4.1829E-04   5.4205E-01
   93.0  1.882477E-23  1.8240E-01  1.5621E-01  4.1697E-04   5.3218E-01
  118.0  7.836571E-20  2.3485E-01  1.7132E-01  4.2044E-04   4.8113E-01
  90.00
   49.0  2.144027E-32  1.3504E-01  1.3404E-01  3.9555E-04   5.4205E-01
   93.0  7.560808E-24  1.9873E-01  1.6975E-01  3.9479E-04   5.3218E-01
  118.0  7.839562E-20  2.5483E-01  1.8574E-01  3.9884E-04   4.8113E-01
  80.00
   49.0  5.435496E-34  1.4636E-01  1.4520E-01  3.7141E-04   5.4205E-01
   93.0  2.437888E-24  2.1870E-01  1.8627E-01  3.7129E-04   5.3218E-01
  118.0  7.841804E-20  2.7915E-01  2.0333E-01  3.7601E-04   4.8113E-01
  70.00
   49.0  4.873567E-36  1.6034E-01  1.5900E-01  3.4560E-04   5.4205E-01
   93.0  5.757849E-25  2.4370E-01  2.0692E-01  3.4625E-04   5.3218E-01
  118.0  7.844050E-20  3.0954E-01  2.2537E-01  3.5171E-04   4.8113E-01
  60.00
   49.0  9.214077E-39  1.7816E-01  1.7658E-01  3.1780E-04   5.4205E-01
   93.0  8.554875E-26  2.7603E-01  2.3360E-01  3.1932E-04   5.3218E-01
  118.0  7.846917E-20  3.4888E-01  2.5396E-01  3.2560E-04   4.8113E-01
  20.00
   49.0  1.448210E-42  2.0180E-01  1.9990E-01  2.8755E-04   5.4205E-01
   93.0  6.083693E-27  3.1963E-01  2.6955E-01  2.9010E-04   5.3218E-01
  118.0  7.851052E-20  4.0227E-01  2.9286E-01  2.9722E-04   4.8113E-01
