          10
srcData/FISM/fismflux_daily_2000.dat
srcData/FISM/fismflux_daily_2001.dat
srcData/FISM/fismflux_daily_2002.dat
srcData/FISM/fismflux_daily_2003.dat
srcData/FISM/fismflux_daily_2004.dat
srcData/FISM/fismflux_daily_2005.dat
srcData/FISM/fismflux_daily_2006.dat
srcData/FISM/fismflux_daily_2007.dat
srcData/FISM/fismflux_daily_2008.dat
srcData/FISM/fismflux_daily_2009.dat
          59
      24  1.19733e-08  2.53334e-08  1.58546e-08  1.25539e-05      1.48302      1.00982
      25  7.33597e-09  2.10650e-08  1.63125e-08  8.88041e-06      1.18634      1.06584
      26  4.85967e-09  1.05567e-08  5.42104e-09  1.15262e-05      1.17912      1.03352
      27  1.85139e-08  3.63837e-08  3.29576e-08  1.72134e-05      1.25328      1.06364
      28  5.34708e-09  9.65120e-09  4.54419e-09  8.80278e-06      1.51207     0.972520
      29  1.79851e-08  6.39605e-08  1.86000e-08  1.41950e-05      1.11181     0.945801
      30  1.52595e-07  5.29641e-07  1.41837e-07  3.96165e-05      1.00554     0.949913
      31  4.96048e-08  2.46454e-07  3.12902e-08  1.59200e-05      1.01611     0.846628
      32  2.80641e-08  3.24530e-07  1.81554e-08  1.68460e-06     0.973085     0.793355
      33  1.12234e-07  6.29889e-07  1.56092e-07  2.79143e-05     0.961457     0.970150
      34  7.91646e-08  3.05430e-07  5.14430e-08  1.70372e-05     0.844250     0.881026
      35  2.47485e-08  2.68042e-07  5.40951e-08  1.16226e-06      1.08699      1.01483
      36  1.12037e-07  7.84515e-07  6.32364e-08  4.55230e-06      1.13480     0.816868
      37  1.10016e-07  3.96192e-07  7.37101e-08  2.62692e-05      1.15344     0.865234
      38  9.60010e-09  1.75358e-08  6.91440e-11  1.45142e-05      1.62256    -0.203971
      39  5.15555e-08  2.89821e-07  3.85807e-08  1.64207e-05      1.36652     0.893190
      40  3.91955e-07  1.43942e-06  3.16713e-07 -2.36108e-06      1.05819     0.910235
      41  1.38855e-07  7.21254e-07  1.01814e-07  8.71098e-07      1.26707     0.890513
      42  1.35439e-06  1.09238e-05  8.24308e-07  4.35250e-05      1.22619     0.816515
      43  7.43959e-07  5.94012e-06  4.05188e-07  9.23799e-05      1.32976     0.796970
      44  5.25977e-07  7.87164e-06  3.07932e-07  7.87468e-05     0.945961     0.759694
      45  9.10710e-07  3.91586e-06  1.20177e-06 -9.64301e-06      1.07360     0.958369
      46  8.67633e-07  6.00671e-06  3.97664e-07 -0.000107230      1.20608     0.773950
      47  6.44996e-08  4.12637e-07  1.05193e-07  6.61853e-06      1.48670      1.03265
      48  4.83013e-07  1.18898e-06  8.94772e-07  5.34779e-05      1.04532      1.07888
      49  7.13305e-07  2.47623e-06  9.78936e-07  0.000261230      1.47374      1.01156
      50  4.03676e-08  2.28270e-07  4.43965e-08  2.16162e-05      1.09062     0.970310
      51  1.69769e-07  6.93618e-07  2.89457e-07  2.03013e-05      1.07887      1.06022
      52  1.23478e-07  4.43644e-07  1.75749e-07 -1.34567e-05      1.27409      1.01254
      53  6.10174e-08  2.34313e-07  1.10591e-07 -1.22729e-05     0.699812      1.04841
      54  2.23866e-07  7.97533e-07  3.03563e-07 -5.62012e-05     0.706360     0.987835
      55  3.10773e-07  1.22767e-06  3.74797e-07 -8.41459e-05      1.39529     0.963859
      56  1.17378e-08  7.13970e-08  1.38839e-08 -3.63146e-06     0.811119     0.920702
      57  3.97985e-09  4.12085e-08  4.71914e-09 -1.86099e-06      1.15214     0.916686
      58  3.52498e-09  1.57342e-08  4.03741e-09 -8.84488e-07     0.951714     0.943490
