 Spectral data from ../../Hitr04/02_hit04.par_fmt                               
           220.0    es la weighting temperature
          36  es el no. de temp. diferentes
   667.750   599.000   750.000       central wave#, min w#, max w#
  3     no. grupos en este intervalo :
 number     strength   alor_self    alor_air      a_dop  spacing
   41.0  1.500230E-25  5.5867E-02  5.6678E-02  7.7545E-04   8.8657E-01
   68.0  2.522770E-23  6.3758E-02  6.1298E-02  7.7078E-04   6.6619E-01
  166.0  4.219243E-21  9.4704E-02  7.0971E-02  7.6481E-04   5.2176E-01
 300.00
   41.0  9.325285E-26  5.7023E-02  5.7841E-02  7.6259E-04   8.8657E-01
   68.0  1.890371E-23  6.5330E-02  6.2781E-02  7.5811E-04   6.6619E-01
  166.0  3.859715E-21  9.7350E-02  7.2850E-02  7.5234E-04   5.2176E-01
 290.00
   41.0  5.599699E-26  5.8245E-02  5.9071E-02  7.4952E-04   8.8657E-01
   68.0  1.386384E-23  6.6998E-02  6.4354E-02  7.4523E-04   6.6619E-01
  166.0  3.503439E-21  1.0016E-01  7.4843E-02  7.3965E-04   5.2176E-01
 280.00
   41.0  3.236532E-26  5.9539E-02  6.0373E-02  7.3621E-04   8.8657E-01
   68.0  9.929067E-24  6.8771E-02  6.6027E-02  7.3212E-04   6.6619E-01
  166.0  3.152874E-21  1.0314E-01  7.6961E-02  7.2675E-04   5.2176E-01
 270.00
   41.0  1.793042E-26  6.0911E-02  6.1755E-02  7.2266E-04   8.8657E-01
   68.0  6.926286E-24  7.0660E-02  6.7808E-02  7.1878E-04   6.6619E-01
  166.0  2.810587E-21  1.0631E-01  7.9215E-02  7.1361E-04   5.2176E-01
 260.00
   41.0  9.475526E-27  6.2371E-02  6.3224E-02  7.0885E-04   8.8657E-01
   68.0  4.692125E-24  7.2678E-02  6.9711E-02  7.0518E-04   6.6619E-01
  166.0  2.479208E-21  1.0970E-01  8.1621E-02  7.0024E-04   5.2176E-01
 250.00
   41.0  4.750012E-27  6.3928E-02  6.4790E-02  6.9478E-04   8.8657E-01
   68.0  3.076261E-24  7.4839E-02  7.1747E-02  6.9132E-04   6.6619E-01
  166.0  2.161387E-21  1.1332E-01  8.4194E-02  6.8660E-04   5.2176E-01
 240.00
   41.0  2.244096E-27  6.5591E-02  6.6463E-02  6.8041E-04   8.8657E-01
   68.0  1.944126E-24  7.7159E-02  7.3933E-02  6.7718E-04   6.6619E-01
  166.0  1.859731E-21  1.1721E-01  8.6952E-02  6.7269E-04   5.2176E-01
 230.00
   41.0  9.915964E-28  6.7372E-02  6.8256E-02  6.6573E-04   8.8657E-01
   68.0  1.178797E-24  7.9656E-02  7.6285E-02  6.6274E-04   6.6619E-01
  166.0  1.576734E-21  1.2138E-01  8.9919E-02  6.5850E-04   5.2176E-01
 220.00
   41.0  4.061352E-28  6.9288E-02  7.0183E-02  6.5073E-04   8.8657E-01
   68.0  6.819747E-25  8.2354E-02  7.8826E-02  6.4798E-04   6.6619E-01
  166.0  1.314697E-21  1.2588E-01  9.3118E-02  6.4399E-04   5.2176E-01
 210.00
   41.0  1.525482E-28  7.1352E-02  7.2261E-02  6.3536E-04   8.8657E-01
   68.0  3.739928E-25  8.5277E-02  8.1578E-02  6.3287E-04   6.6619E-01
  166.0  1.075636E-21  1.3075E-01  9.6581E-02  6.2915E-04   5.2176E-01
 200.00
   41.0  5.187771E-29  7.3587E-02  7.4509E-02  6.1962E-04   8.8657E-01
   68.0  1.928910E-25  8.8458E-02  8.4572E-02  6.1740E-04   6.6619E-01
  166.0  8.611901E-22  1.3603E-01  1.0034E-01  6.1395E-04   5.2176E-01
 190.00
   41.0  1.572773E-29  7.6014E-02  7.6950E-02  6.0346E-04   8.8657E-01
   68.0  9.268114E-26  9.1933E-02  8.7842E-02  6.0153E-04   6.6619E-01
  166.0  6.725178E-22  1.4179E-01  1.0444E-01  5.9837E-04   5.2176E-01
 180.00
   41.0  4.171089E-30  7.8661E-02  7.9615E-02  5.8686E-04   8.8657E-01
   68.0  4.100826E-26  9.5747E-02  9.1430E-02  5.8522E-04   6.6619E-01
  166.0  5.102058E-22  1.4810E-01  1.0894E-01  5.8238E-04   5.2176E-01
 170.00
   41.0  9.453565E-31  8.1564E-02  8.2535E-02  5.6976E-04   8.8657E-01
   68.0  1.647204E-26  9.9954E-02  9.5387E-02  5.6845E-04   6.6619E-01
  166.0  3.741839E-22  1.5503E-01  1.1388E-01  5.6595E-04   5.2176E-01
 160.00
   41.0  1.778462E-31  8.4763E-02  8.5754E-02  5.5213E-04   8.8657E-01
   68.0  5.900302E-27  1.0462E-01  9.9776E-02  5.5116E-04   6.6619E-01
  166.0  2.636649E-22  1.6270E-01  1.1936E-01  5.4902E-04   5.2176E-01
 150.00
   41.0  2.676530E-32  8.8310E-02  8.9324E-02  5.3390E-04   8.8657E-01
   68.0  1.842692E-27  1.0983E-01  1.0468E-01  5.3330E-04   6.6619E-01
  166.0  1.771192E-22  1.7123E-01  1.2547E-01  5.3156E-04   5.2176E-01
 140.00
   41.0  3.073189E-33  9.2270E-02  9.3309E-02  5.1500E-04   8.8657E-01
   68.0  4.874136E-28  1.1570E-01  1.1019E-01  5.1482E-04   6.6619E-01
  166.0  1.122990E-22  1.8080E-01  1.3232E-01  5.1351E-04   5.2176E-01
 130.00
   41.0  2.530404E-34  9.6727E-02  9.7795E-02  4.9537E-04   8.8657E-01
   68.0  1.051396E-28  1.2235E-01  1.1643E-01  4.9563E-04   6.6619E-01
  166.0  6.632719E-23  1.9163E-01  1.4008E-01  4.9480E-04   5.2176E-01
 120.00
   41.0  1.375698E-35  1.0179E-01  1.0289E-01  4.7489E-04   8.8657E-01
   68.0  1.758555E-29  1.2997E-01  1.2359E-01  4.7566E-04   6.6619E-01
  166.0  3.586039E-23  2.0398E-01  1.4895E-01  4.7537E-04   5.2176E-01
 110.00
   41.0  4.413063E-37  1.0760E-01  1.0874E-01  4.5346E-04   8.8657E-01
   68.0  2.129242E-30  1.3880E-01  1.3187E-01  4.5480E-04   6.6619E-01
  166.0  1.732892E-23  2.1826E-01  1.5922E-01  4.5511E-04   5.2176E-01
 100.00
   41.0  7.136981E-39  1.1435E-01  1.1553E-01  4.3092E-04   8.8657E-01
   68.0  1.695260E-31  1.4916E-01  1.4160E-01  4.3291E-04   6.6619E-01
  166.0  7.237982E-24  2.3498E-01  1.7128E-01  4.3390E-04   5.2176E-01
  90.00
   41.0  4.637246E-41  1.2232E-01  1.2356E-01  4.0709E-04   8.8657E-01
   68.0  7.726127E-33  1.6153E-01  1.5320E-01  4.0982E-04   6.6619E-01
  166.0  2.489551E-24  2.5490E-01  1.8566E-01  4.1162E-04   5.2176E-01
  80.00
   41.0  8.615550E-44  1.3191E-01  1.3321E-01  3.8173E-04   8.8657E-01
   68.0  1.637397E-34  1.7659E-01  1.6730E-01  3.8532E-04   6.6619E-01
  166.0  6.557034E-25  2.7915E-01  2.0321E-01  3.8806E-04   5.2176E-01
  70.00
   41.0  2.684178E-47  1.4371E-01  1.4509E-01  3.5457E-04   8.8657E-01
   68.0  1.164483E-36  1.9536E-01  1.8489E-01  3.5914E-04   6.6619E-01
  166.0  1.179593E-25  3.0947E-01  2.2519E-01  3.6297E-04   5.2176E-01
  60.00
   41.0  5.768663E-52  1.5867E-01  1.6016E-01  3.2524E-04   8.8657E-01
   68.0  1.614190E-39  2.1954E-01  2.0753E-01  3.3090E-04   6.6619E-01
  166.0  1.197935E-26  3.4871E-01  2.5370E-01  3.3603E-04   5.2176E-01
  20.00
   41.0  4.878049E-39  1.5583E-01  1.6016E-01  3.1206E-04   8.8657E-01
   68.0  1.640980E-43  2.5204E-01  2.3794E-01  3.0009E-04   6.6619E-01
  166.0  4.873293E-28  4.0197E-01  2.9247E-01  3.0674E-04   5.2176E-01
