GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  F
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
   13656 2002  3 18 18 38 22 762  4.9953    173.25063   2006.74723   1688.21728     -7.09612      0.22800     -3.63284    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54493  -0.01102  -1.00000
   13658 2002  3 18 18 38 32 753  4.9955    173.25848   2006.35604   1687.92211     -7.10754      0.22820     -3.63677    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54420  -0.01102  -1.00000
   13660 2002  3 18 18 38 42 745  4.9958    173.26635   2005.96344   1687.62627     -7.11885      0.22841     -3.64069    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54347  -0.01102  -1.00000
   13662 2002  3 18 18 38 52 737  4.9960    173.27426   2005.56942   1687.32988     -7.13007      0.22861     -3.64461    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54275  -0.01102  -1.00000
   13664 2002  3 18 18 39  2 729  4.9962    173.28222   2005.17401   1687.03303     -7.14123      0.22880     -3.64850    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54202  -0.01102  -1.00000
   13666 2002  3 18 18 39 12 722  4.9965    173.29020   2004.77671   1686.73516     -7.15239      0.22897     -3.65237    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54129  -0.01101  -1.00000
   13668 2002  3 18 18 39 22 715  4.9967    173.29823   2004.37795   1686.43651     -7.16360      0.22915     -3.65625    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.54057  -0.01101  -1.00000
   13670 2002  3 18 18 39 32 709  4.9970    173.30629   2003.97776   1686.13706     -7.17490      0.22932     -3.66013    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53984  -0.01101  -1.00000
   13672 2002  3 18 18 39 42 703  4.9972    173.31439   2003.57618   1685.83698     -7.18635      0.22946     -3.66403    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53911  -0.01101  -1.00000
   13674 2002  3 18 18 39 52 698  4.9975    173.32252   2003.17327   1685.53637     -7.19798      0.22959     -3.66793    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53839  -0.01101  -1.00000
   13676 2002  3 18 18 40  2 693  4.9977    173.33069   2002.76912   1685.23534     -7.20981      0.22972     -3.67182    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53766  -0.01101  -1.00000
   13678 2002  3 18 18 40 12 689  4.9979    173.33891   2002.36326   1684.93330     -7.22181      0.22984     -3.67570    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53693  -0.01101  -1.00000
   13680 2002  3 18 18 40 22 685  4.9982    173.34715   2001.95618   1684.63053     -7.23397      0.22994     -3.67960    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53621  -0.01101  -1.00000
   13682 2002  3 18 18 40 32 682  4.9984    173.35544   2001.54790   1684.32700     -7.24625      0.23004     -3.68351    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53548  -0.01101  -1.00000
   13684 2002  3 18 18 40 42 679  4.9987    173.36376   2001.13844   1684.02287     -7.25859      0.23014     -3.68745    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53475  -0.01101  -1.00000
   13686 2002  3 18 18 40 52 677  4.9989    173.37212   2000.72781   1683.71824     -7.27093      0.23026     -3.69139    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53403  -0.01101  -1.00000
   13688 2002  3 18 18 41  2 675  4.9992    173.38052   2000.31606   1683.41321     -7.28320      0.23037     -3.69534    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53330  -0.01100  -1.00000
   13690 2002  3 18 18 41 12 674  4.9994    173.38895   1999.90260   1683.10717     -7.29535      0.23048     -3.69928    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53257  -0.01100  -1.00000
   13692 2002  3 18 18 41 22 673  4.9996    173.39742   1999.48786   1682.80041     -7.30730      0.23059     -3.70325    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53184  -0.01100  -1.00000
   13694 2002  3 18 18 41 32 673  4.9999    173.40592   1999.07180   1682.49290     -7.31903      0.23072     -3.70723    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53112  -0.01100  -1.00000
   13696 2002  3 18 18 41 42 673  5.0001    173.41446   1998.65437   1682.18477     -7.33054      0.23086     -3.71124    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.53039  -0.01100  -1.00000
   13698 2002  3 18 18 41 52 674  5.0004    173.42304   1998.23556   1681.87613     -7.34188      0.23100     -3.71527    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52966  -0.01100  -1.00000
   13700 2002  3 18 18 42  2 675  5.0006    173.43166   1997.81540   1681.56707     -7.35306      0.23113     -3.71930    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52893  -0.01100  -1.00000
   13702 2002  3 18 18 42 12 676  5.0009    173.44031   1997.39330   1681.25697     -7.36413      0.23126     -3.72332    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52821  -0.01100  -1.00000
   13704 2002  3 18 18 42 22 678  5.0011    173.44899   1996.96974   1680.94616     -7.37514      0.23139     -3.72738    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52748  -0.01100  -1.00000
   13706 2002  3 18 18 42 32 681  5.0014    173.45772   1996.54474   1680.63460     -7.38614      0.23152     -3.73147    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52675  -0.01100  -1.00000
   13708 2002  3 18 18 42 42 684  5.0016    173.46648   1996.11832   1680.32242     -7.39720      0.23164     -3.73558    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52603  -0.01100  -1.00000
   13710 2002  3 18 18 42 52 688  5.0018    173.47527   1995.69055   1680.00974     -7.40837      0.23176     -3.73971    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52530  -0.01100  -1.00000
   13712 2002  3 18 18 43  2 692  5.0021    173.48410   1995.26150   1679.69665     -7.41967      0.23188     -3.74386    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52457  -0.01099  -1.00000
   13714 2002  3 18 18 43 12 696  5.0023    173.49297   1994.83061   1679.38254     -7.43110      0.23201     -3.74801    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52384  -0.01099  -1.00000
   13716 2002  3 18 18 43 22 701  5.0026    173.50187   1994.39844   1679.06774     -7.44266      0.23213     -3.75219    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52312  -0.01099  -1.00000
   13718 2002  3 18 18 43 32 707  5.0028    173.51080   1993.96501   1678.75224     -7.45431      0.23225     -3.75640    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52239  -0.01099  -1.00000
   13720 2002  3 18 18 43 42 713  5.0031    173.51977   1993.53032   1678.43614     -7.46603      0.23235     -3.76065    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52166  -0.01099  -1.00000
   13722 2002  3 18 18 43 52 719  5.0033    173.52878   1993.09441   1678.11957     -7.47777      0.23245     -3.76491    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52093  -0.01099  -1.00000
   13724 2002  3 18 18 44  2 726  5.0036    173.53782   1992.65731   1677.80261     -7.48949      0.23255     -3.76918    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.52020  -0.01099  -1.00000
   13726 2002  3 18 18 44 12 734  5.0038    173.54689   1992.21835   1677.48464     -7.50112      0.23264     -3.77346    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51948  -0.01099  -1.00000
   13728 2002  3 18 18 44 22 742  5.0041    173.55600   1991.77805   1677.16601     -7.51265      0.23273     -3.77776    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51875  -0.01099  -1.00000
   13730 2002  3 18 18 44 32 750  5.0043    173.56515   1991.33637   1676.84669     -7.52406      0.23281     -3.78209    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51802  -0.01099  -1.00000
   13732 2002  3 18 18 44 42 759  5.0045    173.57432   1990.89329   1676.52679     -7.53538      0.23289     -3.78644    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51729  -0.01099  -1.00000
   13734 2002  3 18 18 44 52 769  5.0048    173.58353   1990.44881   1676.20642     -7.54663      0.23298     -3.79081    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51657  -0.01099  -1.00000
   13736 2002  3 18 18 45  2 779  5.0050    173.59278   1990.00299   1675.88566     -7.55787      0.23307     -3.79518    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51584  -0.01098  -1.00000
   13738 2002  3 18 18 45 12 789  5.0053    173.60206   1989.55508   1675.56382     -7.56911      0.23316     -3.79954    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51511  -0.01098  -1.00000
   13740 2002  3 18 18 45 22 800  5.0055    173.61137   1989.10534   1675.24075     -7.58047      0.23325     -3.80410    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51438  -0.01098  -1.00000
   13742 2002  3 18 18 45 32 811  5.0058    173.62072   1988.65358   1674.91640     -7.59216      0.23335     -3.80882    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51365  -0.01098  -1.00000
   13744 2002  3 18 18 45 42 823  5.0060    173.63010   1988.19989   1674.59109     -7.60441      0.23345     -3.81365    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51293  -0.01098  -1.00000
   13746 2002  3 18 18 45 52 836  5.0063    173.63951   1987.74442   1674.26510     -7.61728      0.23354     -3.81856    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51220  -0.01098  -1.00000
   13748 2002  3 18 18 46  2 849  5.0065    173.64896   1987.28735   1673.93863     -7.63070      0.23363     -3.82354    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51147  -0.01098  -1.00000
   13750 2002  3 18 18 46 12 862  5.0068    173.65844   1986.82805   1673.61112     -7.64450      0.23373     -3.82857    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51074  -0.01098  -1.00000
   13752 2002  3 18 18 46 22 876  5.0070    173.66795   1986.36717   1673.28300     -7.65858      0.23382     -3.83365    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.51001  -0.01098  -1.00000
   13754 2002  3 18 18 46 32 890  5.0073    173.67750   1985.90472   1672.95425     -7.67287      0.23392     -3.83878    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50928  -0.01098  -1.00000
   13756 2002  3 18 18 46 42 905  5.0075    173.68709   1985.44074   1672.62502     -7.68739      0.23401     -3.84395    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50856  -0.01098  -1.00000
   13758 2002  3 18 18 46 52 921  5.0078    173.69670   1984.97532   1672.29542     -7.70220      0.23411     -3.84912    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50783  -0.01097  -1.00000
   13760 2002  3 18 18 47  2 936  5.0080    173.70635   1984.50859   1671.96555     -7.71731      0.23421     -3.85428    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50710  -0.01097  -1.00000
   13762 2002  3 18 18 47 12 953  5.0083    173.71603   1984.03989   1671.63480     -7.73274      0.23431     -3.85940    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50637  -0.01097  -1.00000
   13764 2002  3 18 18 47 22 970  5.0085    173.72575   1983.56997   1671.30358     -7.74845      0.23442     -3.86451    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50564  -0.01097  -1.00000
   13766 2002  3 18 18 47 32 987  5.0088    173.73550   1983.09892   1670.97186     -7.76440      0.23452     -3.86957    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50491  -0.01097  -1.00000
   13768 2002  3 18 18 47 43   5  5.0090    173.74529   1982.62685   1670.63976     -7.78054      0.23462     -3.87458    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50419  -0.01097  -1.00000
   13770 2002  3 18 18 47 53  23  5.0092    173.75511   1982.15391   1670.30737     -7.79679      0.23473     -3.87951    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50346  -0.01097  -1.00000
   13772 2002  3 18 18 48  3  42  5.0095    173.76496   1981.68025   1669.97479     -7.81303      0.23484     -3.88433    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50273  -0.01097  -1.00000
   13774 2002  3 18 18 48 13  62  5.0097    173.77484   1981.20514   1669.64138     -7.82914      0.23494     -3.88903    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50200  -0.01097  -1.00000
   13776 2002  3 18 18 48 23  81  5.0100    173.78476   1980.72931   1669.30754     -7.84493      0.23505     -3.89362    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50127  -0.01097  -1.00000
   13778 2002  3 18 18 48 33 102  5.0102    173.79471   1980.25277   1668.97322     -7.86024      0.23515     -3.89808    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.50054  -0.01097  -1.00000
   13780 2002  3 18 18 48 43 123  5.0105    173.80470   1979.77551   1668.63851     -7.87490      0.23525     -3.90241    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49981  -0.01097  -1.00000
   13782 2002  3 18 18 48 53 144  5.0107    173.81472   1979.29751   1668.30348     -7.88874      0.23536     -3.90658    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49908  -0.01096  -1.00000
   13784 2002  3 18 18 49  3 166  5.0110    173.82478   1978.81873   1667.96820     -7.90162      0.23547     -3.91058    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49836  -0.01096  -1.00000
   13786 2002  3 18 18 49 13 188  5.0112    173.83487   1978.33822   1667.63201     -7.91342      0.23557     -3.91439    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49763  -0.01096  -1.00000
   13788 2002  3 18 18 49 23 211  5.0115    173.84499   1977.85660   1667.29531     -7.92410      0.23567     -3.91805    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49690  -0.01096  -1.00000
   13790 2002  3 18 18 49 33 235  5.0117    173.85514   1977.37375   1666.95804     -7.93366      0.23578     -3.92155    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49617  -0.01096  -1.00000
   13792 2002  3 18 18 49 43 258  5.0120    173.86533   1976.88956   1666.62028     -7.94218      0.23588     -3.92487    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49544  -0.01096  -1.00000
   13794 2002  3 18 18 49 53 283  5.0122    173.87556   1976.40400   1666.28209     -7.94977      0.23597     -3.92803    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49471  -0.01096  -1.00000
   13796 2002  3 18 18 50  3 308  5.0125    173.88582   1975.91708   1665.94353     -7.95657      0.23606     -3.93101    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49398  -0.01096  -1.00000
   13798 2002  3 18 18 50 13 333  5.0127    173.89611   1975.42786   1665.60397     -7.96274      0.23614     -3.93382    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49325  -0.01096  -1.00000
   13800 2002  3 18 18 50 23 359  5.0130    173.90643   1974.93713   1665.26383     -7.96846      0.23622     -3.93648    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49252  -0.01096  -1.00000
   13802 2002  3 18 18 50 33 385  5.0132    173.91680   1974.44491   1664.92307     -7.97389      0.23629     -3.93900    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49179  -0.01096  -1.00000
   13804 2002  3 18 18 50 43 412  5.0135    173.92719   1973.95126   1664.58177     -7.97919      0.23634     -3.94139    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49107  -0.01095  -1.00000
   13806 2002  3 18 18 50 53 439  5.0137    173.93762   1973.45627   1664.24003     -7.98448      0.23639     -3.94365    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.49034  -0.01095  -1.00000
   13808 2002  3 18 18 51  3 467  5.0140    173.94808   1972.96009   1663.89793     -7.98982      0.23644     -3.94577    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48961  -0.01095  -1.00000
   13810 2002  3 18 18 51 13 496  5.0142    173.95857   1972.46183   1663.55483     -7.99525      0.23649     -3.94777    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48888  -0.01095  -1.00000
   13812 2002  3 18 18 51 23 525  5.0145    173.96910   1971.96236   1663.21118     -8.00079      0.23654     -3.94967    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48815  -0.01095  -1.00000
   13814 2002  3 18 18 51 33 554  5.0147    173.97967   1971.46176   1662.86695     -8.00642      0.23658     -3.95149    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48742  -0.01095  -1.00000
   13816 2002  3 18 18 51 43 584  5.0150    173.99027   1970.96009   1662.52224     -8.01215      0.23663     -3.95322    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48669  -0.01095  -1.00000
   13818 2002  3 18 18 51 53 614  5.0153    174.00090   1970.45742   1662.17712     -8.01796      0.23669     -3.95486    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48596  -0.01095  -1.00000
   13820 2002  3 18 18 52  3 645  5.0155    174.01156   1969.95387   1661.83167     -8.02378      0.23675     -3.95643    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48523  -0.01095  -1.00000
   13822 2002  3 18 18 52 13 676  5.0158    174.02227   1969.44845   1661.48526     -8.02958      0.23681     -3.95792    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48450  -0.01095  -1.00000
   13824 2002  3 18 18 52 23 708  5.0160    174.03300   1968.94203   1661.13835     -8.03529      0.23687     -3.95936    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48377  -0.01095  -1.00000
   13826 2002  3 18 18 52 33 741  5.0163    174.04377   1968.43460   1660.79090     -8.04086      0.23695     -3.96075    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48304  -0.01095  -1.00000
   13828 2002  3 18 18 52 43 774  5.0165    174.05457   1967.92615   1660.44299     -8.04626      0.23704     -3.96211    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48231  -0.01094  -1.00000
   13830 2002  3 18 18 52 53 807  5.0168    174.06541   1967.41670   1660.09469     -8.05146      0.23713     -3.96343    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48158  -0.01094  -1.00000
   13832 2002  3 18 18 53  3 841  5.0170    174.07628   1966.90628   1659.74607     -8.05642      0.23722     -3.96472    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48085  -0.01094  -1.00000
   13834 2002  3 18 18 53 13 875  5.0173    174.08718   1966.39378   1659.39649     -8.06114      0.23732     -3.96598    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.48012  -0.01094  -1.00000
   13836 2002  3 18 18 53 23 910  5.0175    174.09812   1965.88011   1659.04642     -8.06566      0.23742     -3.96724    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47939  -0.01094  -1.00000
   13838 2002  3 18 18 53 33 946  5.0178    174.10909   1965.36525   1658.69583     -8.07002      0.23753     -3.96850    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47866  -0.01094  -1.00000
   13840 2002  3 18 18 53 43 982  5.0180    174.12010   1964.84920   1658.34479     -8.07432      0.23764     -3.96976    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47793  -0.01094  -1.00000
   13842 2002  3 18 18 53 54  18  5.0183    174.13113   1964.33203   1657.99338     -8.07862      0.23774     -3.97104    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47720  -0.01094  -1.00000
   13844 2002  3 18 18 54  4  55  5.0185    174.14221   1963.81382   1657.64166     -8.08300      0.23784     -3.97233    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47647  -0.01094  -1.00000
   13846 2002  3 18 18 54 14  92  5.0188    174.15331   1963.29347   1657.28901     -8.08749      0.23795     -3.97364    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47574  -0.01094  -1.00000
   13848 2002  3 18 18 54 24 130  5.0190    174.16445   1962.77200   1656.93590     -8.09215      0.23806     -3.97498    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47501  -0.01094  -1.00000
   13850 2002  3 18 18 54 34 169  5.0193    174.17562   1962.24944   1656.58233     -8.09702      0.23815     -3.97638    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47428  -0.01093  -1.00000
   13852 2002  3 18 18 54 44 208  5.0195    174.18683   1961.72583   1656.22836     -8.10212      0.23824     -3.97782    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47355  -0.01093  -1.00000
   13854 2002  3 18 18 54 54 247  5.0198    174.19807   1961.20125   1655.87407     -8.10747      0.23832     -3.97930    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47282  -0.01093  -1.00000
   13856 2002  3 18 18 55  4 287  5.0200    174.20934   1960.67581   1655.51953     -8.11304      0.23839     -3.98084    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47209  -0.01093  -1.00000
   13858 2002  3 18 18 55 14 328  5.0203    174.22065   1960.14832   1655.16412     -8.11883      0.23844     -3.98242    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47136  -0.01093  -1.00000
   13860 2002  3 18 18 55 24 369  5.0206    174.23199   1959.61985   1654.80835     -8.12481      0.23849     -3.98406    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.47063  -0.01093  -1.00000
   13862 2002  3 18 18 55 34 410  5.0208    174.24336   1959.09042   1654.45217     -8.13098      0.23853     -3.98577    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46990  -0.01093  -1.00000
   13864 2002  3 18 18 55 44 452  5.0211    174.25477   1958.56007   1654.09567     -8.13736      0.23857     -3.98754    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46917  -0.01093  -1.00000
   13866 2002  3 18 18 55 54 495  5.0213    174.26621   1958.02886   1653.73891     -8.14394      0.23860     -3.98936    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46844  -0.01093  -1.00000
   13868 2002  3 18 18 56  4 538  5.0216    174.27769   1957.49691   1653.38197     -8.15070      0.23864     -3.99124    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46771  -0.01093  -1.00000
   13870 2002  3 18 18 56 14 581  5.0218    174.28920   1956.96297   1653.02422     -8.15764      0.23867     -3.99317    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46698  -0.01093  -1.00000
   13872 2002  3 18 18 56 24 625  5.0221    174.30074   1956.42820   1652.66616     -8.16473      0.23870     -3.99516    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46625  -0.01093  -1.00000
   13874 2002  3 18 18 56 34 670  5.0223    174.31232   1955.89261   1652.30778     -8.17197      0.23875     -3.99721    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46552  -0.01092  -1.00000
   13876 2002  3 18 18 56 44 715  5.0226    174.32393   1955.35627   1651.94913     -8.17935      0.23881     -3.99931    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46479  -0.01092  -1.00000
   13878 2002  3 18 18 56 54 760  5.0228    174.33557   1954.81925   1651.59029     -8.18686      0.23888     -4.00146    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46406  -0.01092  -1.00000
   13880 2002  3 18 18 57  4 806  5.0231    174.34725   1954.28167   1651.23131     -8.19446      0.23895     -4.00364    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46333  -0.01092  -1.00000
   13882 2002  3 18 18 57 14 853  5.0233    174.35895   1953.74222   1650.87157     -8.20209      0.23903     -4.00585    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46260  -0.01092  -1.00000
   13884 2002  3 18 18 57 24 900  5.0236    174.37070   1953.20210   1650.51158     -8.20973      0.23912     -4.00811    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46187  -0.01092  -1.00000
   13886 2002  3 18 18 57 34 947  5.0239    174.37304   1952.66135   1650.15130     -8.21735      0.23921     -4.01041    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46114  -0.01092  -1.00000
   13888 2002  3 18 18 57 44 996  5.0241    174.36953   1952.12001   1649.79081     -8.22492      0.23929     -4.01273    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46041  -0.01092  -1.00000
   13889 2002  3 18 18 57 50  20  5.0242    174.36779   1951.84914   1649.61049     -8.22868      0.23933     -4.01391    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.46004  -0.01092  -1.00000
   13891 2002  3 18 18 58  0  69  5.0245    174.36431   1951.30705   1649.24976     -8.23611      0.23942     -4.01626    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45931  -0.01092  -1.00000
   13893 2002  3 18 18 58 10 118  5.0247    174.36086   1950.76321   1648.88833     -8.24338      0.23950     -4.01863    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45858  -0.01092  -1.00000
   13895 2002  3 18 18 58 20 168  5.0250    174.35743   1950.21878   1648.52666     -8.25047      0.23957     -4.02103    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45785  -0.01092  -1.00000
   13897 2002  3 18 18 58 30 218  5.0253    174.35402   1949.67376   1648.16473     -8.25733      0.23964     -4.02344    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45712  -0.01091  -1.00000
   13899 2002  3 18 18 58 40 269  5.0255    174.35063   1949.12817   1647.80259     -8.26394      0.23968     -4.02587    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45639  -0.01091  -1.00000
   13901 2002  3 18 18 58 50 320  5.0258    174.34727   1948.58203   1647.44029     -8.27027      0.23973     -4.02831    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45566  -0.01091  -1.00000
   13903 2002  3 18 18 59  0 372  5.0260    174.34394   1948.03543   1647.07787     -8.27630      0.23976     -4.03075    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45493  -0.01091  -1.00000
   13905 2002  3 18 18 59 10 425  5.0263    174.34062   1947.48686   1646.71471     -8.28201      0.23978     -4.03319    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   4.45419  -0.01091  -1.00000
