
Data downloaded from OMNIWeb and processed by omniweb_read.py

No AlphaRatio was considered

#TIMEDELAY
0.0

#START
 2002 12 21 02 30 00 000    3.96     5.63    -7.38  -506.80    -10.00     22.00    7.63     48948.0
 2002 12 21 02 31 00 000    3.64     5.17    -7.88  -505.40     -7.80     20.00    7.45     48731.0
 2002 12 21 02 32 00 000    3.69     5.31    -7.79  -507.30     -6.50     21.50    7.87     53535.0
 2002 12 21 02 33 00 000    3.56     5.64    -7.55  -508.00     -7.20     21.80    7.81     50230.0
 2002 12 21 02 34 00 000    3.79     6.96    -6.03  -512.00    -13.40      8.20    7.25     54930.0
 2002 12 21 02 35 00 000    4.35     4.54    -7.64  -516.30    -20.20     -2.10    6.47     51908.0
 2002 12 21 02 36 00 000    3.76     3.38    -8.65  -505.80    -11.90     14.60    7.00     49699.0
 2002 12 21 02 37 00 000    3.09     3.06    -8.96  -509.90      7.50     19.80    7.40     58602.0
 2002 12 21 02 38 00 000    2.16     3.54    -9.25  -499.10      1.90     26.80    7.98     47219.0
 2002 12 21 02 39 00 000    2.11     2.86    -9.45  -498.90      2.50     24.80    8.16     51634.0
 2002 12 21 02 40 00 000    1.98     2.00    -9.61  -499.50      4.70     24.30    7.94     52233.0
 2002 12 21 02 41 00 000    4.99     3.92    -7.70  -510.40     -0.70     18.00    8.40     55883.0
 2002 12 21 02 42 00 000    4.34     3.76    -8.31  -520.50     -1.80      7.80    7.80     55670.0
 2002 12 21 02 43 00 000    4.41     3.54    -8.36  -507.40      2.40     18.40    7.85     51775.0
 2002 12 21 02 44 00 000    4.00     2.28    -8.63  -513.40      3.00     15.90    8.20     55015.0
 2002 12 21 02 45 00 000    1.25     1.06    -9.82  -520.40      4.20     13.10    8.52     57302.0
 2002 12 21 02 46 00 000    3.48     2.11    -9.22  -508.10      1.70     19.60    6.35     46667.0
 2002 12 21 02 47 00 000    2.88     1.41    -9.69  -508.10      1.70     19.60    6.35     46667.0
 2002 12 21 02 49 00 000    3.63     2.16    -9.02  -508.10      1.70     19.60    6.35     46667.0
 2002 12 21 02 50 00 000    4.39     2.22    -8.78  -508.10      1.70     19.60    6.35     46667.0
 2002 12 21 02 51 00 000    4.42     3.66    -8.31  -508.10      1.70     19.60    6.35     46667.0
 2002 12 21 02 52 00 000    2.93     3.05    -9.06  -508.10      1.70     19.60    6.35     46667.0
 2002 12 21 02 53 00 000    1.76     3.07    -9.46  -491.70      2.20     26.30    8.05     45097.0
 2002 12 21 02 54 00 000    1.38     2.66    -9.74  -492.40      1.50     25.20    7.65     45023.0
 2002 12 21 02 55 00 000    1.08     1.48   -10.00  -496.30      1.50     22.70    8.04     59796.0
 2002 12 21 02 56 00 000    0.61     1.00   -10.08  -487.80      7.10     24.70    7.65     52111.0
 2002 12 21 02 57 00 000    0.61     0.14   -10.04  -488.60     10.10     25.20    7.94     51758.0
 2002 12 21 02 58 00 000    1.39     0.19    -9.89  -490.70     10.90     24.80    8.05     48242.0
 2002 12 21 02 59 00 000    1.57    -0.60    -9.90  -489.60     12.00     23.20    7.62     41503.0
 2002 12 21 03 00 00 000    0.35    -2.50    -9.60  -487.60     22.60     20.60    7.76     52925.0
 2002 12 21 03 01 00 000    0.52    -2.29    -9.74  -485.20     18.60     22.40    8.63     62386.0
 2002 12 21 03 02 00 000    2.49    -0.64    -9.63  -499.20     23.50     19.80    8.11     46639.0
 2002 12 21 03 03 00 000    3.38     1.18    -9.39  -499.20     23.50     19.80    8.11     46639.0
 2002 12 21 03 04 00 000    3.73     3.11    -8.75  -502.60     -4.40     20.30    8.32     51419.0
 2002 12 21 03 05 00 000    3.86     3.13    -8.69  -502.80     -3.90     20.20    8.34     50726.0
 2002 12 21 03 06 00 000    3.74     2.81    -8.80  -504.90      5.10     18.60    7.83     45018.0
 2002 12 21 03 07 00 000    3.55     2.25    -9.06  -499.60      8.50     21.00    7.90     47737.0
 2002 12 21 03 08 00 000    3.41     2.46    -9.06  -499.50      8.50     21.10    7.92     47780.0
 2002 12 21 03 09 00 000    3.29     3.44    -8.86  -500.60      6.10     24.80    8.36     47152.0
 2002 12 21 03 10 00 000    3.60     3.95    -8.64  -500.80      2.80     23.10    8.22     44485.0
 2002 12 21 03 11 00 000    3.61     3.76    -8.71  -501.40     -4.00     19.70    7.95     39483.0
 2002 12 21 03 12 00 000    3.65     3.46    -8.83  -501.60     -2.50     19.20    8.10     47577.0
 2002 12 21 03 13 00 000    3.69     4.24    -8.58  -502.30     -4.80     21.70    7.66     41570.0
 2002 12 21 03 14 00 000    3.81     3.94    -8.67  -502.30     -4.80     21.70    7.66     41570.0
 2002 12 21 03 15 00 000    3.68     3.69    -8.83  -501.70     -3.20     21.60    7.34     44121.0
 2002 12 21 03 16 00 000    3.61     4.14    -8.67  -501.70     -3.20     21.60    7.34     44121.0
 2002 12 21 03 17 00 000    3.24     5.02    -8.36  -502.00     -5.50     21.10    7.60     36193.0
 2002 12 21 03 18 00 000    3.31     4.58    -8.62  -499.60     -6.50     18.90    7.41     38891.0
 2002 12 21 03 19 00 000    3.62     4.05    -8.75  -504.20     -3.90     19.60    7.51     38937.0
 2002 12 21 03 20 00 000    3.53     4.72    -8.46  -504.60     -2.90     19.00    7.29     35285.0
 2002 12 21 03 21 00 000    3.64     4.13    -8.68  -500.60    -14.30     18.80    6.87     38843.0
 2002 12 21 03 22 00 000    3.66     2.76    -9.13  -500.90     -4.20     20.00    7.62     32068.0
 2002 12 21 03 23 00 000    3.19     3.86    -8.93  -501.10     -0.30     16.10    7.65     41508.0
 2002 12 21 03 24 00 000    3.17     3.69    -9.06  -498.70     -5.90     18.90    8.23     32936.0
 2002 12 21 03 25 00 000    2.98     3.20    -9.32  -498.60     -5.90     18.90    8.23     32936.0
 2002 12 21 03 26 00 000    2.63     2.69    -9.63  -492.70     -5.80     13.60    6.55     24769.0
 2002 12 21 03 27 00 000    2.96     2.29    -9.61  -494.00     -4.40     14.30    7.58     26250.0
 2002 12 21 03 28 00 000    2.90     1.53    -9.73  -496.30     -1.60     17.30    7.87     30556.0
 2002 12 21 03 29 00 000    2.87     1.10    -9.83  -496.20      2.30     17.30    7.90     27603.0
 2002 12 21 03 30 00 000    2.55     1.98    -9.74  -494.50      3.50     18.20    6.81     26888.0
 2002 12 21 03 31 00 000    2.56     1.51    -9.87  -493.50     -0.30     18.40    6.05     24226.0
 2002 12 21 03 32 00 000    2.35     1.80    -9.93  -494.10      5.20     21.30    7.64     29485.0
 2002 12 21 03 33 00 000    2.27     1.77   -10.05  -493.90      1.70     23.10    7.68     25387.0
 2002 12 21 03 34 00 000    2.20     1.50   -10.08  -493.90      1.70     23.10    7.68     25387.0
 2002 12 21 03 35 00 000    2.22     1.30   -10.10  -492.30      5.90     22.80    7.33     24609.0
 2002 12 21 03 36 00 000    2.22     1.67    -9.98  -493.50      4.40     21.90    7.67     24767.0
 2002 12 21 03 37 00 000    2.22     1.60    -9.97  -495.30      5.90     19.40    7.79     23652.0
 2002 12 21 03 38 00 000    1.61     1.04   -10.04  -492.80      4.30     19.20    7.55     30276.0
 2002 12 21 03 39 00 000    2.19     1.12    -9.92  -492.60      4.50     16.20    8.27     27822.0
 2002 12 21 03 40 00 000    1.86     0.84    -9.83  -494.70      0.10     16.00    7.84     35321.0
 2002 12 21 03 41 00 000    2.26     1.43    -8.92  -494.80     -2.10     14.90    7.57     40103.0
 2002 12 21 03 42 00 000    1.97     1.37    -8.21  -484.30      0.70      3.30   11.97     71945.0
 2002 12 21 03 43 00 000    1.73     2.30    -8.43  -484.60     -1.10     -7.20   14.88     72825.0
 2002 12 21 03 44 00 000    2.34     3.58    -9.04  -494.60    -12.10     11.90    8.21     39968.0
 2002 12 21 03 45 00 000    2.24     4.34    -7.13  -493.80     -5.40     -5.30   10.15     58457.0
 2002 12 21 03 46 00 000    3.15     2.84    -5.49  -490.90     -4.30    -21.10   12.48     72405.0
 2002 12 21 03 47 00 000    2.38     5.57     1.54  -490.40     -7.50    -15.10   16.18     85213.0
 2002 12 21 03 48 00 000    1.82     5.78     2.47  -491.40     -8.70    -14.90   15.32     78535.0
 2002 12 21 03 49 00 000    3.23     5.13    -1.41  -492.40    -10.00    -18.00   15.37     77680.0
 2002 12 21 03 50 00 000    3.62     4.84    -2.75  -491.40     -7.30    -18.80   15.46     80183.0
 2002 12 21 03 51 00 000    3.50     5.41    -2.92  -491.70     -9.10    -18.90   15.50     86134.0
 2002 12 21 03 52 00 000    3.21     3.62    -4.48  -494.40    -10.60    -15.60   15.16     86571.0
 2002 12 21 03 53 00 000    2.98     2.83    -5.13  -492.70    -12.40    -27.30   13.51     92403.0
 2002 12 21 03 54 00 000    2.26     1.81    -4.55  -491.80    -14.80    -24.50   13.47     80238.0
 2002 12 21 03 55 00 000   -0.62     2.81    -2.99  -495.60    -12.90    -25.70   15.44     94737.0
 2002 12 21 03 56 00 000   -3.88     0.59    -3.63  -495.60    -10.60    -25.10   14.83     94729.0
 2002 12 21 03 57 00 000   -2.49     1.06    -6.43  -489.10     -9.60    -15.40   10.48     55900.0
 2002 12 21 03 58 00 000   -2.32     0.70    -6.98  -496.40    -10.50    -28.90   13.90     73442.0
 2002 12 21 03 59 00 000   -2.16    -0.39    -7.95  -496.20     -9.10    -30.90   13.88     73373.0
 2002 12 21 04 00 00 000   -2.28    -0.57    -8.06  -497.30     -7.60    -31.60   13.82     66003.0
 2002 12 21 04 01 00 000   -3.35     0.79    -7.25  -494.50     -9.30    -27.70   13.94     76191.0
 2002 12 21 04 02 00 000   -3.74     0.36    -7.27  -494.60     -7.60    -28.60   13.80     77008.0
 2002 12 21 04 03 00 000   -3.95     0.23    -7.33  -493.70     -5.60    -26.30   14.07     75021.0
 2002 12 21 04 04 00 000   -4.20    -0.63    -7.51  -493.30     -5.30    -25.20   14.22     74036.0
 2002 12 21 04 05 00 000   -4.04    -0.92    -7.13  -494.70     -9.50    -26.50   14.36     77493.0
 2002 12 21 04 06 00 000   -4.06    -1.07    -7.19  -494.70     -9.50    -26.50   14.36     77493.0
 2002 12 21 04 07 00 000   -4.35    -1.59    -6.87  -494.70     -9.50    -26.50   14.36     77493.0
 2002 12 21 04 08 00 000   -4.45    -1.86    -6.77  -493.30    -13.80    -22.00   14.67     75643.0
 2002 12 21 04 09 00 000   -5.20    -1.87    -6.71  -492.70     -8.10    -22.30   14.10     73238.0
 2002 12 21 04 10 00 000   -5.85    -1.26    -6.16  -494.30     -6.40    -20.70   14.06     72980.0
 2002 12 21 04 11 00 000   -5.60    -2.00    -6.56  -491.90     -6.70    -19.40   14.33     65321.0
 2002 12 21 04 12 00 000   -5.43    -2.62    -6.72  -491.90     -8.70    -17.00   14.17     68685.0
 2002 12 21 04 13 00 000   -4.96    -2.91    -6.68  -492.70     -7.20    -18.50   14.12     68284.0
 2002 12 21 04 14 00 000   -4.97    -2.88    -6.76  -492.90     -6.50    -20.00   13.99     72878.0
 2002 12 21 04 15 00 000   -5.23    -3.50    -6.43  -492.60     -7.10    -15.20   14.19     70557.0
 2002 12 21 04 16 00 000   -5.39    -3.60    -6.45  -491.20     -6.30    -15.10   13.65     68023.0
 2002 12 21 04 17 00 000   -5.30    -3.99    -6.24  -491.30     -7.40    -18.50   13.50     69967.0
 2002 12 21 04 18 00 000   -4.95    -3.88    -5.44  -492.20     -9.20    -18.30   14.50     75811.0
 2002 12 21 04 19 00 000   -4.73    -3.71    -4.43  -491.30     -8.70    -15.40   15.68     77508.0
 2002 12 21 04 20 00 000   -4.31    -3.96    -2.92  -490.90     -6.80    -18.50   16.51     81387.0
 2002 12 21 04 21 00 000   -4.03    -3.88    -2.65  -492.10     -8.90    -18.10   15.91     83091.0
 2002 12 21 04 22 00 000   -4.37    -3.62    -2.67  -491.70     -9.00    -16.60   16.50     80835.0
 2002 12 21 04 23 00 000   -4.90    -4.14    -3.00  -491.20     -7.30    -17.70   15.51     79724.0
 2002 12 21 04 24 00 000   -5.12    -4.15    -2.47  -492.60     -5.40    -19.40   14.86     81727.0
